SurveyKey,ClientKey,SurveyMode
30274386,4,Paper
30274387,4,Paper
30274388,4,Paper
30274423,3,Paper
30274477,9,Paper
30274567,10,Paper
30274656,8,Paper
30274658,8,Paper
30274662,8,Paper
30274737,10,Paper
30274738,10,Paper
30274793,7,Paper
30274811,3,Paper
30274814,7,Paper
30274822,5,Paper
30274846,10,Paper
30274950,10,Paper
30275283,9,Paper
30275671,10,Paper
30275985,10,Paper
30276026,5,Paper
30276040,6,Paper
30276119,8,Paper
30276134,8,Paper
30276180,9,Paper
30276181,9,Paper
30276307,10,Paper
30276400,10,Paper
30276411,6,Paper
30276416,8,Paper
30276433,8,Paper
30276434,8,Paper
30276435,8,Paper
30276537,6,Paper
30276596,1,Paper
30276604,5,Paper
30276663,2,Paper
30276830,10,Paper
30276841,10,Paper
30277132,1,Paper
30277148,9,Paper
30277176,9,Paper
30277409,10,Paper
30277410,10,Paper
30277411,10,Paper
30277436,4,Paper
30277441,4,Paper
30277442,4,Paper
30277452,8,Paper
30277512,4,Paper
30277513,4,Paper
30277514,4,Paper
30277735,4,Paper
30277736,4,Paper
30277738,4,Paper
30277739,4,Paper
30277973,1,Paper
30278069,9,Paper
30278490,6,Paper
30278870,10,Paper
30279340,10,Paper
30279373,8,Paper
30279522,3,Paper
30279523,3,Paper
30279524,3,Paper
30279527,7,Paper
30279538,7,Paper
30279722,10,Paper
30279723,10,Paper
30279731,10,Paper
30279732,10,Paper
30279742,8,Paper
30279760,8,Paper
30279908,4,Paper
30279909,4,Paper
30279910,4,Paper
30279911,4,Paper
30279968,4,Paper
30280180,7,Paper
30280196,5,Paper
30280301,10,Paper
30280448,8,Paper
30280519,8,Paper
30280552,10,Paper
30280630,8,Paper
30280631,8,Paper
30280901,1,Paper
30280922,4,Paper
30280997,3,Paper
30281001,7,Paper
30281006,7,Paper
30281013,6,Paper
30281015,5,Paper
30281022,2,Paper
30281033,7,Paper
30281060,10,Paper
30281098,8,Paper
30281139,6,Paper
30281148,2,Paper
30281153,5,Paper
30281169,6,Paper
30281181,6,Paper
30281187,6,Paper
30281524,3,Paper
30281649,9,Paper
30281673,1,Paper
30281717,9,Paper
30281718,9,Paper
30281777,4,Paper
30281813,6,Paper
30281997,9,Paper
30282188,10,Paper
30282276,9,Paper
30283644,10,Paper
30283657,6,Paper
30283692,6,Paper
30283715,4,Paper
30283716,4,Paper
30283717,4,Paper
30283841,7,Paper
30283964,5,Paper
30283971,3,Paper
30283983,5,Paper
30283984,5,Paper
30284025,1,Paper
30284238,1,Paper
30284240,3,Paper
30284267,7,Paper
30284404,10,Paper
30284580,1,Paper
30284592,10,Paper
30284593,10,Paper
30284594,10,Paper
30284708,3,Paper
30284726,10,Paper
30284928,8,Paper
30285074,7,Paper
30285213,10,Paper
30285515,1,Paper
30285774,1,Paper
30285786,9,Paper
30285794,9,Paper
30285822,9,Paper
30285823,9,Paper
30286108,9,Paper
30286326,10,Paper
30286327,10,Paper
30286434,9,Paper
30286724,2,Paper
30286825,6,Paper
30286954,9,Paper
30287212,10,Paper
30287496,3,Paper
30287558,7,Paper
30291966,9,Paper
30292013,1,Paper
30292038,5,Paper
30292061,5,Paper
30292068,1,Paper
30292102,3,Paper
30292107,7,Paper
30292113,3,Paper
30292127,6,Paper
30292132,7,Paper
30292236,1,Paper
30292237,1,Paper
30292238,1,Paper
30292320,2,Paper
30292321,3,Paper
30292323,8,Paper
30292363,3,Paper
30292408,3,Paper
30292489,8,Paper
30292529,2,Paper
30292530,2,Paper
30292537,2,Paper
30292643,5,Paper
30292661,6,Paper
30292668,6,Paper
30292677,3,Paper
30292683,10,Paper
30292699,6,Paper
30292701,2,Paper
30292703,5,Paper
30292735,6,Paper
30292737,5,Paper
30292872,1,Paper
30292925,7,Paper
30292934,5,Paper
30292939,7,Paper
30292954,7,Paper
30292956,3,Paper
30292972,3,Paper
30292982,7,Paper
30293005,6,Paper
30293010,6,Paper
30293012,5,Paper
30293252,5,Paper
30293253,5,Paper
30293273,6,Paper
30293292,5,Paper
30293297,7,Paper
30293331,7,Paper
30293333,2,Paper
30293336,5,Paper
30293341,2,Paper
30293482,1,Paper
30293483,1,Paper
30293484,1,Paper
30293529,2,Paper
30293661,1,Paper
30293662,1,Paper
30293664,3,Paper
30293675,7,Paper
30294110,3,Paper
30294119,5,Paper
30294195,1,Paper
30294196,1,Paper
30294197,1,Paper
30294198,1,Paper
30294199,1,Paper
30294261,8,Paper
30294262,8,Paper
30294263,8,Paper
30294264,8,Paper
30294266,8,Paper
30294267,8,Paper
30294268,8,Paper
30294273,2,Paper
30294275,2,Paper
30294277,2,Paper
30294278,2,Paper
30294279,2,Paper
30294283,5,Paper
30294383,3,Paper
30294571,8,Paper
30294592,8,Paper
30294645,8,Paper
30294777,5,Paper
30294924,3,Paper
30294930,5,Paper
30294935,5,Paper
30295065,1,Paper
30295066,1,Paper
30295067,1,Paper
30295068,1,Paper
30295342,7,Paper
30295354,3,Paper
30295490,4,Paper
30295492,3,Paper
30295523,1,Paper
30295525,7,Paper
30295534,6,Paper
30295552,1,Paper
30295901,2,Paper
30295902,2,Paper
30295920,5,Paper
30295924,3,Paper
30295925,3,Paper
30295933,7,Paper
30295934,7,Paper
30295935,7,Paper
30295946,5,Paper
30295948,5,Paper
30295950,5,Paper
30295955,7,Paper
30295956,7,Paper
30295957,7,Paper
30295958,7,Paper
30296971,1,Paper
30297258,3,Paper
30297272,6,Paper
30297703,1,Paper
30297704,1,Paper
30297705,1,Paper
30297706,1,Paper
30297707,3,Paper
30297724,5,Paper
30297772,1,Paper
30297773,1,Paper
30297781,8,Paper
30297785,8,Paper
30297843,3,Paper
30297852,7,Paper
30297906,5,Paper
30298089,9,Paper
30298169,5,Paper
30298310,5,Paper
30298316,3,Paper
30298321,7,Paper
30298324,3,Paper
30298334,6,Paper
30298338,7,Paper
30298353,7,Paper
30298399,1,Paper
30298418,2,Paper
30298419,2,Paper
30298420,2,Paper
30298421,2,Paper
30298430,2,Paper
30298468,6,Paper
30298538,2,Paper
30298612,4,Paper
30298675,4,Paper
30298791,4,Paper
30298792,4,Paper
30298793,4,Paper
30299159,10,Paper
30299162,10,Paper
30299165,10,Paper
30299166,10,Paper
30299341,7,Paper
30299342,3,Paper
30299431,6,Paper
30299509,5,Paper
30299671,5,Paper
30299787,7,Paper
30299975,4,Paper
30300042,4,Paper
30300111,2,Paper
30300158,9,Paper
30300159,9,Paper
30300165,9,Paper
30300213,1,Paper
30300260,9,Paper
30300272,6,Paper
30300338,2,Paper
30300339,2,Paper
30300393,9,Paper
30301686,3,Paper
30301688,7,Paper
30301724,1,Paper
30301813,5,Paper
30301855,2,Paper
30301858,2,Paper
30301892,1,Paper
30301894,3,Paper
30301897,3,Paper
30301944,7,Paper
30301971,2,Paper
30302013,4,Paper
30302106,1,Paper
30302114,3,Paper
30302116,9,Paper
30302134,9,Paper
30302135,9,Paper
30302136,9,Paper
30302137,9,Paper
30302138,9,Paper
30302139,9,Paper
30302161,9,Paper
30302176,10,Paper
30302177,1,Paper
30302202,9,Paper
30302222,9,Paper
30302308,1,Paper
30302579,10,Paper
30302852,4,Paper
30302853,4,Paper
30302869,9,Paper
30302914,5,Paper
30302919,1,Paper
30302921,1,Paper
30302922,1,Paper
30302923,3,Paper
30302924,3,Paper
30302925,3,Paper
30302932,3,Paper
30302936,5,Paper
30303087,1,Paper
30303088,1,Paper
30303147,1,Paper
30303150,3,Paper
30303163,3,Paper
30303164,2,Paper
30303167,7,Paper
30303173,2,Paper
30303278,7,Paper
30303361,4,Paper
30303367,2,Paper
30304090,10,Paper
30304182,3,Paper
30304186,7,Paper
30304189,2,Paper
30304190,2,Paper
30304238,1,Paper
30304239,1,Paper
30304240,1,Paper
30304241,1,Paper
30304242,1,Paper
30304285,10,Paper
30304377,10,Paper
30304378,10,Paper
30304379,10,Paper
30304389,10,Paper
30304391,10,Paper
30304461,10,Paper
30304470,10,Paper
30304471,10,Paper
30304781,6,Paper
30304812,6,Paper
30304990,3,Paper
30305005,3,Paper
30305011,7,Paper
30305019,5,Paper
30305156,3,Paper
30305181,6,Paper
30305249,10,Paper
30305323,5,Paper
30305371,5,Paper
30305546,10,Paper
30305718,4,Paper
30305719,4,Paper
30305720,4,Paper
30305721,4,Paper
30305772,6,Paper
30305909,4,Paper
30306112,6,Paper
30306118,6,Paper
30306121,4,Paper
30306122,4,Paper
30306123,4,Paper
30306124,4,Paper
30306126,4,Paper
30306357,6,Paper
30306358,6,Paper
30306779,6,Paper
30306956,3,Paper
30306995,7,Paper
30306999,6,Paper
30307000,6,Paper
30309053,9,Paper
30309428,9,Paper
30309435,5,Paper
30309492,8,Paper
30311678,8,Paper
30311679,8,Paper
30312160,2,Paper
30312198,2,Paper
30312451,8,Paper
30312702,6,Paper
30312906,1,Paper
30312916,3,Paper
30312965,8,Paper
30313070,8,Paper
30313439,2,Paper
30313510,1,Paper
30313646,8,Paper
30314179,1,Paper
30314197,7,Paper
30314567,1,Paper
30314578,9,Paper
30314583,9,Paper
30314584,9,Paper
30314623,9,Paper
30314770,10,Paper
30314771,10,Paper
30314782,10,Paper
30314893,10,Paper
30314894,10,Paper
30314903,10,Paper
30314966,1,Paper
30314967,1,Paper
30314968,1,Paper
30314969,3,Paper
30314986,2,Paper
30314987,2,Paper
30315130,8,Paper
30315474,7,Paper
30315475,7,Paper
30315845,6,Paper
30315848,6,Paper
30316016,2,Paper
30316055,3,Paper
30316067,6,Paper
30316114,8,Paper
30316303,9,Paper
30316327,10,Paper
30316399,3,Paper
30316400,3,Paper
30316401,3,Paper
30316478,10,Paper
30316500,8,Paper
30316519,8,Paper
30316941,10,Paper
30316960,10,Paper
30316961,10,Paper
30317105,3,Paper
30317108,2,Paper
30317156,5,Paper
30317250,6,Paper
30317320,4,Paper
30317491,8,Paper
30317519,9,Paper
30317529,4,Paper
30317530,4,Paper
30317531,4,Paper
30317834,2,Paper
30319246,10,Paper
30319327,4,Paper
30319328,4,Paper
30319464,4,Paper
30319465,4,Paper
30319466,4,Paper
30319536,4,Paper
30319725,10,Paper
30319832,6,Paper
30320014,8,Paper
30320031,2,Paper
30320059,2,Paper
30320876,2,Paper
30321001,6,Paper
30321408,4,Paper
30321426,7,Paper
30321648,1,Paper
30321667,5,Paper
30322138,9,Paper
30322601,8,Paper
30322649,4,Paper
30322929,8,Paper
30322930,8,Paper
30322931,8,Paper
30322932,8,Paper
30322933,8,Paper
30322983,2,Paper
30323040,3,Paper
30323056,3,Paper
30323058,5,Paper
30323317,8,Paper
30323352,5,Paper
30323604,4,Paper
30323664,4,Paper
30324222,2,Paper
30324223,2,Paper
30324290,5,Paper
30324291,6,Paper
30324322,2,Paper
30324323,2,Paper
30324544,8,Paper
30324545,8,Paper
30324546,8,Paper
30324547,8,Paper
30324549,8,Paper
30324591,2,Paper
30324742,6,Paper
30324780,5,Paper
30324805,6,Paper
30324806,6,Paper
30325109,8,Paper
30325218,2,Paper
30325229,2,Paper
30325888,3,Paper
30325944,2,Paper
30326240,3,Paper
30326241,3,Paper
30326247,8,Paper
30326248,8,Paper
30326300,2,Paper
30326398,2,Paper
30326724,8,Paper
30326959,2,Paper
30327159,9,Paper
30327427,8,Paper
30327429,8,Paper
30327430,8,Paper
30327431,8,Paper
30327434,8,Paper
30327435,8,Paper
30327546,1,Paper
30327547,1,Paper
30327548,1,Paper
30327549,1,Paper
30327550,1,Paper
30327551,1,Paper
30327552,1,Paper
30327553,1,Paper
30327554,1,Paper
30327555,1,Paper
30327606,3,Paper
30327611,6,Paper
30327635,6,Paper
30327886,3,Internet
30327912,3,Paper
30327963,1,Paper
30327965,3,Paper
30328028,4,Paper
30328255,4,Paper
30328256,4,Paper
30328258,4,Paper
30328259,4,Paper
30328260,4,Paper
30328262,4,Paper
30328264,4,Paper
30328265,4,Paper
30328266,4,Paper
30328339,9,Paper
30328354,9,Paper
30328404,9,Paper
30328431,9,Paper
30328437,9,Paper
30328641,5,Paper
30328782,9,Paper
30328790,6,Paper
30328819,3,Paper
30328835,9,Paper
30328846,9,Paper
30328862,1,Paper
30328863,1,Paper
30328887,9,Paper
30328888,9,Paper
30328900,9,Paper
30328909,9,Paper
30328921,1,Paper
30328999,1,Paper
30329000,1,Paper
30329021,9,Paper
30329038,9,Paper
30329081,2,Paper
30329082,2,Paper
30329083,2,Paper
30329277,8,Paper
30329328,8,Paper
30329346,7,Paper
30329366,8,Paper
30329367,8,Paper
30329373,5,Paper
30329426,2,Paper
30329427,2,Paper
30329429,2,Paper
30329450,2,Paper
30329457,10,Paper
30329866,9,Paper
30330167,9,Paper
30330266,8,Paper
30330267,8,Paper
30330269,8,Paper
30330303,3,Paper
30330761,4,Paper
30330927,1,Paper
30330953,9,Paper
30331195,9,Paper
30331209,9,Paper
30331210,9,Paper
30331227,9,Paper
30331229,9,Paper
30331261,9,Paper
30331299,5,Paper
30331431,1,Paper
30331432,1,Paper
30331433,1,Paper
30331439,9,Paper
30331455,9,Paper
30331555,5,Paper
30332155,2,Paper
30332156,2,Paper
30332227,5,Paper
30332232,1,Paper
30332264,5,Paper
30332488,4,Paper
30332489,4,Paper
30332595,4,Paper
30332661,7,Paper
30332666,2,Paper
30332667,2,Paper
30332668,2,Paper
30332672,2,Paper
30332673,2,Paper
30332674,2,Paper
30332675,2,Paper
30332801,4,Paper
30332897,1,Paper
30332898,1,Paper
30332899,1,Paper
30333243,5,Paper
30333369,5,Paper
30333375,3,Paper
30333380,2,Paper
30333383,2,Paper
30333384,2,Paper
30333385,2,Paper
30333386,2,Paper
30333387,2,Paper
30333388,2,Paper
30333389,6,Paper
30333390,5,Paper
30333411,2,Paper
30333412,2,Paper
30333595,4,Paper
30333667,1,Paper
30333670,1,Paper
30333671,1,Paper
30333783,6,Paper
30333796,6,Paper
30333944,1,Paper
30333959,9,Paper
30333978,9,Paper
30334031,1,Paper
30334106,5,Paper
30334112,3,Paper
30334114,7,Paper
30334115,7,Paper
30334119,7,Paper
30334124,3,Paper
30334131,5,Paper
30334132,5,Paper
30334133,5,Paper
30334134,5,Paper
30334135,5,Paper
30334136,5,Paper
30334141,7,Paper
30334142,7,Paper
30334174,6,Paper
30334212,6,Paper
30334453,6,Paper
30334504,5,Paper
30334540,9,Paper
30334558,9,Paper
30334737,5,Paper
30334820,2,Paper
30334821,2,Paper
30334822,2,Paper
30334830,2,Paper
30334831,2,Paper
30334832,2,Paper
30334964,8,Paper
30334965,8,Paper
30334985,8,Paper
30334986,8,Paper
30335014,1,Paper
30335028,9,Paper
30335029,9,Paper
30335038,4,Paper
30335069,9,Paper
30335294,1,Paper
30335298,3,Paper
30335299,3,Paper
30335301,3,Paper
30335307,7,Paper
30335310,3,Paper
30335317,5,Paper
30335318,5,Paper
30335593,2,Paper
30335650,9,Paper
30335664,9,Paper
30335777,9,Paper
30335866,9,Paper
30335917,4,Paper
30335920,4,Paper
30335921,4,Paper
30335922,4,Paper
30336240,4,Paper
30336241,4,Paper
30336242,4,Paper
30336243,4,Paper
30336244,4,Paper
30336245,4,Paper
30336246,4,Paper
30336247,4,Paper
30336248,4,Paper
30336249,4,Paper
30336251,4,Paper
30336252,4,Paper
30336368,5,Paper
30336369,1,Paper
30336370,1,Paper
30336391,3,Paper
30336397,5,Paper
30336416,9,Paper
30336440,9,Paper
30336455,9,Paper
30337052,8,Paper
30337158,4,Paper
30337190,9,Paper
30337231,10,Paper
30337333,5,Internet
30339092,8,Paper
30339233,1,Paper
30339240,9,Paper
30339252,9,Paper
30339253,9,Paper
30339274,9,Paper
30339288,9,Paper
30339291,9,Paper
30339531,10,Paper
30339532,10,Paper
30339533,10,Paper
30339534,10,Paper
30339546,10,Paper
30339559,10,Paper
30339563,4,Paper
30339799,5,Paper
30339875,1,Paper
30339893,5,Paper
30340300,10,Paper
30340320,3,Paper
30340449,8,Paper
30340450,8,Paper
30340451,8,Paper
30340454,8,Paper
30340456,8,Paper
30340457,8,Paper
30340507,10,Paper
30340637,1,Paper
30340647,2,Paper
30340648,2,Paper
30340649,2,Paper
30340650,2,Paper
30340651,2,Paper
30340652,2,Paper
30340653,2,Paper
30340655,2,Paper
30340704,9,Paper
30340812,5,Paper
30340816,3,Paper
30340817,3,Paper
30340821,8,Paper
30340823,7,Paper
30340824,8,Paper
30340844,5,Paper
30340846,7,Paper
30340847,7,Paper
30340849,6,Paper
30340872,10,Paper
30341003,10,Paper
30341021,9,Paper
30341022,9,Paper
30341038,9,Paper
30341083,8,Paper
30341084,2,Paper
30341086,5,Paper
30341087,5,Paper
30341180,5,Paper
30341181,5,Paper
30341188,3,Paper
30341193,7,Paper
30341194,3,Paper
30341201,5,Paper
30341206,5,Paper
30341222,7,Paper
30341422,6,Paper
30341444,7,Paper
30341445,7,Paper
30341453,6,Paper
30341454,5,Paper
30341668,6,Paper
30341686,4,Paper
30341840,10,Paper
30341841,10,Paper
30341842,10,Paper
30341852,10,Paper
30341993,4,Paper
30341994,4,Paper
30341995,4,Paper
30341996,4,Paper
30341997,4,Paper
30342279,1,Paper
30342481,4,Paper
30342522,3,Paper
30342543,6,Paper
30342649,1,Paper
30342679,4,Paper
30342781,10,Paper
30343070,6,Paper
30343213,6,Paper
30343219,7,Paper
30343226,5,Paper
30343227,5,Paper
30343249,3,Paper
30343270,10,Paper
30343345,5,Paper
30343353,3,Paper
30343359,7,Paper
30343364,7,Paper
30343365,7,Paper
30343366,7,Paper
30343370,5,Paper
30343466,10,Paper
30343468,10,Paper
30343540,10,Paper
30343542,10,Paper
30343544,10,Paper
30343571,9,Paper
30343604,10,Paper
30343611,10,Paper
30343736,8,Paper
30343783,10,Paper
30343838,10,Paper
30343839,10,Paper
30343882,8,Paper
30343901,10,Paper
30343985,7,Paper
30343990,7,Paper
30344014,5,Paper
30344019,1,Paper
30344037,9,Paper
30344041,1,Paper
30344188,6,Paper
30344318,7,Paper
30344319,7,Paper
30344330,5,Paper
30344341,7,Paper
30344342,7,Paper
30344343,7,Paper
30344391,6,Paper
30344392,1,Paper
30344393,1,Paper
30344445,2,Paper
30344447,2,Paper
30344449,5,Paper
30344497,3,Paper
30344500,7,Paper
30344501,8,Paper
30344502,8,Paper
30344505,2,Paper
30344646,3,Paper
30344653,7,Paper
30344663,7,Paper
30344680,5,Paper
30344686,3,Paper
30344689,7,Paper
30344691,7,Paper
30344692,7,Paper
30344697,5,Paper
30344710,5,Paper
30344711,5,Paper
30344950,10,Paper
30344951,10,Paper
30345038,10,Paper
30345039,10,Paper
30345045,3,Paper
30345077,6,Paper
30345289,8,Paper
30345353,9,Paper
30345384,10,Paper
30345530,4,Paper
30345531,4,Paper
30345532,4,Paper
30345673,10,Paper
30345674,10,Paper
30345740,7,Paper
30345809,10,Paper
30345875,9,Paper
30345900,9,Paper
30346344,8,Paper
30346345,8,Paper
30346347,8,Paper
30346366,7,Paper
30346412,5,Paper
30346432,7,Paper
30346518,5,Paper
30346549,7,Paper
30346580,10,Paper
30346641,7,Paper
30346684,1,Paper
30346685,1,Paper
30346689,5,Paper
30346696,5,Paper
30346833,3,Paper
30346840,5,Paper
30346891,5,Paper
30346892,5,Paper
30346896,3,Paper
30346901,7,Paper
30346902,7,Paper
30346911,5,Paper
30346919,7,Paper
30346921,7,Paper
30346927,5,Paper
30346979,1,Paper
30347097,4,Paper
30347336,8,Paper
30347377,4,Paper
30347378,4,Paper
30347380,4,Paper
30347381,4,Paper
30347417,10,Paper
30347419,10,Paper
30347420,10,Paper
30347422,1,Paper
30347440,9,Paper
30347734,2,Paper
30348074,4,Paper
30348165,3,Paper
30348399,4,Paper
30348438,6,Paper
30348459,6,Paper
30348517,2,Paper
30348522,5,Paper
30348595,6,Paper
30348604,6,Paper
30348630,6,Paper
30348642,10,Paper
30348700,2,Paper
30348832,2,Paper
30348840,2,Paper
30348861,1,Paper
30348862,1,Paper
30348863,1,Paper
30348865,1,Paper
30349142,10,Paper
30349243,2,Paper
30349292,8,Paper
30349551,8,Paper
30349599,10,Paper
30349600,10,Paper
30349659,10,Paper
30349660,10,Paper
30349720,10,Paper
30349848,10,Paper
30349878,7,Paper
30350058,6,Paper
30350059,3,Paper
30350088,6,Paper
30350089,6,Paper
30350255,2,Paper
30350266,6,Paper
30350267,1,Paper
30350269,3,Paper
30350270,3,Paper
30350272,5,Paper
30350283,5,Paper
30350288,3,Paper
30350344,6,Paper
30350346,6,Paper
30350363,3,Paper
30350385,6,Paper
30350388,3,Paper
30350391,3,Paper
30350397,5,Paper
30350410,5,Paper
30350667,2,Paper
30351528,3,Paper
30351529,3,Paper
30351539,7,Paper
30351543,3,Paper
30351544,3,Paper
30351618,6,Paper
30351626,5,Paper
30351978,1,Paper
30351979,3,Paper
30351981,7,Paper
30351982,8,Paper
30352114,2,Paper
30352157,6,Paper
30352191,6,Paper
30352192,3,Paper
30352199,5,Paper
30352233,1,Paper
30352234,1,Paper
30352246,2,Paper
30352279,1,Paper
30352280,1,Paper
30352320,7,Paper
30352323,7,Paper
30352357,7,Paper
30352359,3,Paper
30352412,5,Paper
30352444,7,Paper
30352445,7,Paper
30352458,7,Paper
30352459,7,Paper
30352460,7,Paper
30352491,1,Paper
30352492,1,Paper
30352493,1,Paper
30352494,1,Paper
30352495,1,Paper
30352497,7,Paper
30352541,7,Paper
30352552,3,Paper
30352554,3,Paper
30352556,8,Paper
30352557,7,Paper
30352559,7,Paper
30352570,5,Paper
30352585,7,Paper
30352722,7,Paper
30352756,8,Paper
30352953,3,Paper
30352975,7,Paper
30352985,5,Paper
30353001,6,Paper
30353002,5,Paper
30353003,5,Paper
30353058,6,Paper
30353064,2,Paper
30353235,10,Paper
30353354,7,Paper
30353355,6,Paper
30353358,3,Paper
30353360,7,Paper
30353363,7,Paper
30353367,5,Paper
30353375,5,Paper
30353377,7,Paper
30353378,7,Paper
30353392,7,Paper
30353413,3,Paper
30353419,10,Paper
30353428,6,Paper
30353460,6,Paper
30353553,5,Paper
30353561,3,Paper
30353563,7,Paper
30353564,7,Paper
30353567,3,Paper
30353568,2,Paper
30353573,7,Paper
30353574,7,Paper
30353575,7,Paper
30353576,7,Paper
30353577,7,Paper
30353578,7,Paper
30353613,10,Paper
30353868,3,Paper
30353918,10,Paper
30353941,6,Paper
30355394,8,Paper
30355396,8,Paper
30355624,1,Paper
30355699,7,Paper
30355702,2,Paper
30355703,2,Paper
30356002,2,Paper
30356024,2,Paper
30356143,7,Paper
30356212,5,Paper
30356216,3,Paper
30356217,7,Paper
30356342,8,Paper
30356399,2,Paper
30356400,2,Paper
30356449,1,Paper
30356450,1,Paper
30356451,1,Paper
30356459,8,Paper
30356461,8,Paper
30356463,8,Paper
30356502,6,Paper
30356546,6,Paper
30356548,5,Paper
30356560,1,Paper
30356561,1,Paper
30356611,8,Paper
30356905,5,Paper
30356908,1,Paper
30356909,1,Paper
30356910,1,Paper
30356911,1,Paper
30356912,1,Paper
30357138,1,Paper
30357214,6,Paper
30357367,9,Paper
30357420,2,Paper
30357421,2,Paper
30357423,2,Paper
30357424,2,Paper
30357429,2,Paper
30357430,2,Paper
30359454,2,Paper
30359526,9,Paper
30359761,5,Paper
30359867,3,Paper
30360035,7,Paper
30360044,5,Paper
30360050,6,Paper
30360054,3,Paper
30360055,3,Paper
30360056,3,Paper
30360057,3,Paper
30360058,7,Paper
30360060,7,Paper
30360061,3,Paper
30360071,5,Paper
30360076,7,Paper
30360082,5,Paper
30360119,6,Paper
30360135,6,Paper
30360155,6,Paper
30360186,7,Paper
30360195,5,Paper
30360196,5,Paper
30360197,5,Paper
30360208,5,Paper
30360209,5,Paper
30360210,5,Paper
30360211,5,Paper
30360232,6,Paper
30360234,1,Paper
30360235,1,Paper
30360236,1,Paper
30360237,1,Paper
30360246,3,Paper
30360255,7,Paper
30360286,2,Paper
30360350,2,Paper
30360353,5,Paper
30360367,5,Paper
30360368,5,Paper
30360375,7,Paper
30360376,7,Paper
30360380,7,Paper
30360381,7,Paper
30360399,7,Paper
30360401,5,Paper
30360402,5,Paper
30360405,7,Paper
30360412,5,Paper
30360418,1,Paper
30360419,3,Paper
30360462,7,Paper
30360469,5,Paper
30360475,3,Paper
30360476,3,Paper
30360492,5,Paper
30360493,5,Paper
30360494,5,Paper
30360500,7,Paper
30360583,8,Paper
30360592,2,Paper
30360697,3,Paper
30360712,2,Paper
30360714,2,Paper
30360833,8,Paper
30360834,8,Paper
30360835,8,Paper
30360839,3,Paper
30360995,4,Paper
30361057,3,Paper
30361076,7,Paper
30361077,7,Paper
30361081,6,Paper
30361167,7,Paper
30361201,3,Paper
30361667,3,Paper
30361668,3,Paper
30361679,3,Paper
30361839,8,Paper
30361962,3,Paper
30361964,3,Paper
30361967,7,Paper
30361968,8,Paper
30361969,8,Paper
30361971,8,Paper
30361977,5,Paper
30362105,6,Paper
30362119,7,Paper
30362714,3,Paper
30362758,3,Paper
30362760,7,Paper
30362773,3,Paper
30362774,3,Paper
30362788,6,Paper
30362814,1,Paper
30362815,3,Paper
30362823,2,Paper
30362868,5,Paper
30362875,3,Paper
30362880,2,Paper
30362884,5,Paper
30362934,1,Paper
30362935,1,Paper
30362986,3,Paper
30362987,3,Paper
30363000,3,Paper
30363004,5,Paper
30363100,5,Paper
30363108,6,Paper
30363109,3,Paper
30363120,5,Paper
30363147,2,Paper
30363148,2,Paper
30363154,5,Paper
30363159,2,Paper
30363160,2,Paper
30363198,2,Paper
30363216,5,Paper
30363265,6,Paper
30363267,5,Paper
30363350,5,Paper
30363367,6,Paper
30363394,3,Paper
30363469,3,Paper
30363649,2,Paper
30363650,2,Paper
30363651,2,Paper
30364024,2,Paper
30364130,7,Paper
30364176,2,Paper
30364178,2,Paper
30364189,2,Paper
30364206,3,Paper
30364492,5,Paper
30364583,10,Paper
30364601,4,Paper
30364619,5,Paper
30364626,2,Paper
30365301,8,Paper
30365413,10,Paper
30365414,10,Paper
30365520,2,Paper
30365596,8,Paper
30365624,1,Paper
30365625,1,Paper
30365630,9,Paper
30365631,9,Paper
30365652,9,Paper
30365826,10,Paper
30365924,10,Paper
30365933,4,Paper
30365934,4,Paper
30365946,8,Paper
30365947,8,Paper
30365948,8,Paper
30366031,6,Paper
30366422,9,Paper
30366440,9,Paper
30366441,9,Paper
30366442,9,Paper
30366443,9,Paper
30366446,9,Paper
30366462,9,Paper
30366517,6,Paper
30366546,6,Paper
30366547,6,Paper
30366592,9,Paper
30366888,6,Paper
30366905,10,Paper
30366906,10,Paper
30366943,8,Paper
30366982,10,Paper
30367118,9,Paper
30367174,4,Paper
30367175,4,Paper
30367288,10,Paper
30367302,10,Paper
30367393,8,Paper
30367394,8,Paper
30367507,10,Paper
30367560,10,Paper
30367600,8,Paper
30367948,6,Paper
30367996,8,Paper
30368105,9,Paper
30368218,6,Paper
30368219,6,Paper
30368224,6,Paper
30368296,3,Paper
30368389,4,Paper
30368474,7,Paper
30368514,6,Paper
30368529,4,Paper
30368596,10,Paper
30368843,8,Paper
30368864,1,Paper
30368880,9,Paper
30368901,9,Paper
30368997,6,Paper
30369048,10,Paper
30369071,10,Paper
30369106,10,Paper
30369107,10,Paper
30369122,10,Paper
30369661,10,Paper
30369726,3,Paper
30369902,6,Paper
30370124,10,Paper
30370157,8,Paper
30370286,9,Paper
30370609,8,Paper
30370622,8,Paper
30370650,9,Paper
30370666,9,Paper
30370866,4,Paper
30370867,4,Paper
30371030,10,Paper
30371053,8,Paper
30372178,8,Internet
30372664,10,Paper
30372898,2,Paper
30373220,6,Paper
30373255,5,Paper
30373259,1,Paper
30373276,9,Paper
30373277,9,Paper
30373290,9,Paper
30373456,1,Paper
30373535,3,Paper
30373555,1,Paper
30373556,1,Paper
30373574,9,Paper
30373588,9,Paper
30373700,9,Paper
30373729,9,Paper
30373730,9,Paper
30373920,10,Paper
30373921,10,Paper
30373924,10,Paper
